content,annotation
 UNNNGGGG if he used that fucking word i'm never saying Epic Fail ever again..ooo i'd like to give him a sock in th..NEVERMIND!!,1
 hahaha honestly i fucking CRACK up on shit like that ppl need to srsly LIGHTEN up &lt;3333 ya,1
 i hope theirs LOTS of cursing in that video... oh wait we cant fucking curse ANYMORE baaaaahhhhh DAM THEM,1
 FUCK YOU!!!!! I'M DIVORCING UR FUCKING ASS!!!!! HMP!!!,1
 paaaaaaaarrrtttyyyy!!!!!!!! wait no... fuck it.... move over I'M MOVING IN!!!! HAHA!,1
 psshhh!! your on the WRONG side of SHUT THE FUCK UP!,1
 that video made me angry & want to PUNCH Shirley Phelps Roeper IN THE FUCKING FACE!!!! MAN I HOPE THEY DIE! SUCH HATE! UNG,1
 did he really???!!!! OH FUCK OK I TAKE BACK ON DAN MARINO IM SORRY!!!! OK I BLAME ROMO AGAIN! AND WHITTEN! i'm through with them!,1
 i SENT it!!!!!!!! u'll prob get it in like a billion years since cingular SUCKS!!!!,1
 guess who made a fucking surprise in my dreams last night you butthead!!! thanks to you Martha Stewert loves my dreams! baaah,1
 Coat Rack Contest in the Fab Lab. I hate winter  but this would help channel emotions into something constructive.,1
 Santa Cycle Rampage Ride starts at 10:30 at the Fat Abbey Bier Cafe (Juneau and Water). Bring your best red and white costume.,1
 Are you trying to say the saran wrap  bacon fat  and rubber bands I currently use don't count as REAL gloves?,1
 nerd!,1
 omfgshz. i hate lemonbars with a DEEP passion  too!,1
 Hate to say  but John's dad was a major OB/GYN (Yeah  nightmare for me ) and he holds out that there are no flu positives:),1
 damn! Putting my chocolate cake to shame.,1
 LOL! Lullabot is my employer. A group of fun  nice people kicking major Drupal ass all over the world. :-),1
 gay man,1
 let me know if you want a co-pilot tonight to keep your ass awake!,1
 Josh needs medication. Stat. Can i kick his ass for you now?,1
 lets fucking go tonight... you know you want to! Or at least hang out. I fucking hate being alone sometimes too.,1
 you are welcome to spend the night any time... but next time you steal the covers  I'm gonna cunt punt you. Not really. :),1
 just to clarify-  not really to the cunt punting... but really to the you being welcome to come over anytime!,1
 I will kick that pirate's ass if he got married again. Just sayin',1
 That it's that rare of a sentence is sorta depressing.  Especially in light of @mariannemancusi 's \Loser Cam\ Xmas gift to me,1
 i hope singing along- i'd hate to think i'm torturing poor little Pixel!,1
 damn right it should be  horrible stuff YUK!,1
 hate to tell you but it only gets worse  we're at 1440 in the UK and all my office wants to jump out the window!,1
 so do i! especially rocket. I hate celery though,1
 I saw that. what's his name! In so far as the fat bastard - what?!,1
 Noooo  this is not caffeine. This is IT! Let's kick ass and then CELEBRATE! C'MON  girlie. We got it goin' ON!,1
 Don't you hate that? I *always* recognize commercial voices and am all like  Gene Hackman? Lowe's? Really? OMG!,1
 And by no one I assume you are including me...damn.,1
 My sound is being persnickety so I can't catch up on the vlog until I reboot  which I'm too damn lazy to do now. But tomorrow...,1
 I always thought of him as Hermy  the wannabe dentist.,1
 Me  too. Now I'm dragging my mature ass off to BED! G'night hawt girlie! Woot!,1
 fuck you  merten.,1
 you should probably reattach your fucking ass for you have laughed it off.,1
 That sucks - at least I have my iPod. Still  least I'm not alone! :D,1
 Hot damn  champ right here! Had the old school TT shell helmet on for the whole trip. Backwards even! Huoooooooah!,1
 Piss off. ;),1
 Have you seen Bitch magazine's article about twilight? about \absitence porn\ http://is.gd/d2pt,1
 thats what i am saying...they need to pay me.thats m*ttaf*cking free promotion. ungrateful ass people.,1
 heh! ping me if you do come down to gay paris. We can interview eachother on the red carpet :),1
 I'm with you man. Here I am on Twitter at 20 to 6 in the morn  damn.,1
 Oh  hey  that's good! Makes much more sense than what I had floating around in my head. :) (1001 uses for goose fat...),1
 Sony Vegas = fucking amazing! :D,1
 stop stealing my schtick  whore!,1
 Depends. Will you sit there and hate yourself? ;) Would you be able to do a half day?,1
 You tell them to Fuck Off. They'll listen,1
 I've noticed he can't spell much beyond NOM and BARK ... sucks for him there's only one K and two Bs in Scrabble.,1
 Neat. Damn PS3. Maybe I can convince mom that dad's ps2 needs an upgrade for Xmas.,1
 That doesn't sound nice at all. As somebody who was made redundant with one day to trade last year with Swatch  I know it sucks!,1
 I dunno  did you offer me any of that fuck-ton of beer in your fridge on Saturday? NO,1
 You're quite right. I withdraw my aggressive commenting. Fuck-ton should be more widely used.,1
 basically we agreed that you/http://lofistl.com are awesome/bad ass. Not gonna lie  i brought you up! ;),1
 I *thought* you'd be preparing! Best of luck - what a bad ass opportunity for you.,1
 gav that just sucks! - u ok? i think the brakes would be best to stay on for now!!,1
 I don't know about that... Drew's ass is pretty tiny.  :)  Knees work too... except Drew's knees don't work...,1
 Uh... yeah.  Joe and I have been wondering what all the fuss was about.  Put your ass in it  make sure it's tight.. done.,1
 ha ha loser :),1
 I can share my gay boyfriend. He just left. Its 1 in the morning. You totally coulda had him from 9 to 1! Ill keep first shift,1
 i update from my phone a lot  you can add twitter as a contact. damn bsa is getting all high tech.,1
 & @karkar  I hate Walmart anymore. I'm gonna have to start taking my own cart with spikes and barbed wire. Maybe flamethrowers.,1
 I hate being behind those slow as plows. In a storm  it's nice to be on the plowed road  but I hate going that slow. Ugh.,1
 or moonlight and dryness. Damn that 5am wakeup.,1
 welcome to my world: you're sick  some people think you're funny  others hate you  nobody wants to suck your cock.,1
 I'm jealous - I get all emo when I lack the season of all natures  sleep. :-),1
 Wait if I shut down my phone company who's going  to sponsor you in the emo olympics?,1
 there's gonna be a nerd party in utah on new years!,1
 YOU? FAT? R U SERIOUS?!? Remind me to slap U when I c U Saturday  mkay?,1
 Hey  at leat you got SOMETHING. Know what we get at work  as I found out 2day? NADDA! Bah hum bug! Damn scrooges!,1
 damn  that was hard - my last attack: gnocchi! If you answer to this  you'll win,1
 get out of my fucking brain!  I am not yours!,1
 I hate trying to hear over loud music lol,1
 do you get one if someone sticks their boot up your ass?,1
 damn that is shady. Why would they put out a false report?,1
 I do but it sucks at scrabble.,1
 damn  won't be going to that.,1
 This guy was that weird solid fat looking type with skinny legs. More funny than scary,1
 here's how to teach you phone to say fuck properly. Don't tell your parents. http://snipurl.com/9iryv,1
 wow r u serious? damn did that period of time skip over you? lol,1
 damn! i knew if i had said nobu that auto-tune would already be hummin,1
 ew u slut get on skype &lt;333333,1
 Same with prospective clients.  I'm returning YOUR call  dumb ass.,1
 dude no offence you're awesome but currently I think I hate you. :0),1
 Figured tis the season to be fat. For a bit. And then start working properly on weight in the New Year-A is coming to gym with me!,1
 You have no idea how damn tempting that is. I've already procrastinated by drawing roads and zebra crossings ;),1
 whats the operating system on it? i have windows vista and vista sucks bad..it is full of bugs still. shuts down and freezing alot,1
 wow that sucks! well i wish you luck with all that :) i am going to crash so have a good night ok and stay warm.its freezing here,1
 you're gonna get fat!,1
 LOL! not bad for a gangsta bitch...wo pretends to be classy...LOL! I love the holidays. My fav... 2nd to my Bday!,1
 @lauriewrites OMG...Margeaux can reach this octave range that I swear makes me see red! and she knows it. grates my fucking nerves,1
 you can fuck right off about that hoodie thieving comment,1
 point taken. fuck.,1
 grrr I hate that. I have an ex-friend who only gets in touch when they have something great to tell me about themselves... o_0,1
 Oh yeah. That would be a good one. I still think they could kick ass doing \Got to Get You Into My Life.\,1
 by a str8 terms technically no penetration means you still have ur vcard but in gay terms she isn't a virgin. sex is sex,1
 whiterabbit819 stFu u ass i care and thats all that matters!,1
 y'all are so fucking classy. miss you!,1
 says \ahaha thankss. my auntie kim always says it grassy ass=] she's amazing.\,1
 but you know what i hate ? the comments that are anonymous that i can't figure out who they are.,1
 Fuck yeah. I noticed that too.,1
 Yep  it's blocking the absurd hate ur preparing to throw my way in 5....4...3.....2......1,1
 I don't think gay rights groups could force churches into gay marriage  just as churches can't force gays to become straight #tcot,1
 yeah apparently anytime you use the word \hate\ on a tweet  your ass gets retweeted and subsequently followed.  Reminds me of &#9773;.,1
 Bitch!  You weren't following me!,1
 Hey  don't knock the Port+OJ until you've tried it.As cold remedies go  you're still sick but no longer give a damn. ;),1
 Now THAT's an adventure that I will pass on. Oh damn  I do have to take a present back. NO!!,1
 I don't use the touchpad(I hate them) I always use a USB mouse. We are a toshiba family.. we have four,1
 Damn Jim idk what to say:/ Sorry man.,1
 ahhh yur a slut for that stache!! damn gurl...tug it once for me too,1
 Totally.  The ass end of my Jeep is not  but no life forms were impacted.,1
 Bitch  I was doing laundry first. haha jk. Or am I?,1
 Mind your own state politics. Joe Smith was a mammal before a prophet. Some mammals are gay and even heterosexuals have anal sex.,1
 I'd like to get a signed copy of 'Running Like a Fat Bastard'. Pleez. Only this will complete my fitness lit collection.,1
 Hopefully  I'll be able to get the damn things on- he's ferocious when cornered  hungry  or just feeling rascally...,1
 The ole Cell Phone Yeller in the Elevator. That sucks.,1
 I love them too. Though I have to say that Sylar is my favorite villian in the show. I love to hate him. Hehe.,1
 Yeah! This blond gay guy came to audition. I almost fell out of my chair when I saw him. He looked identical to chris corner!,1
 - and btw I hate the new Pepsi logo/can. Maybe cause I didn't get one in the mail...ha j/k,1
 I nominate @benmack for a Shorty Award in #business because he is a bad ass who says it likes he means it.,1
 just found the email buried in inbox - count me **IN** i've been on the receiving end of foodbanks growing up. it SUCKS BIGTIME,1
 hate to rub it in but it says 70 on the thermometer here. May have to do my beach walk early today to aviod sprinkles.,1
 did you see Mike Huckabee on Daily Show earlier this week? It got pretty intense with gay marriage topic.,1
 Avocado is my FAVOURITE 'good fat'. Hahaha... I'm afraid I indulged 2day and had my avocado w homemade cheese nachos & black olives.,1
 Mine  I seem to fuck it up all the time. I'm off ~30 bucks. I'll leave it that way for 2-3 months and finally put an entry (cont),1
 Fuck you and your snow! Or  bring some of it down here? ;),1
 We've maybe had 1\ total here across 3-4 different \snows\ My first time with snow tires ever and I can't have any damn fun!,1
 man! and you're texting while driving? haha crazy! damn you're lucky. i wish my parents would let me go! 30% chance i'm going,1
 aw that sucks!,1
 oh that sucks! apply for targets/walmarts,1
 haha i don't really like walmart that much either. hmm yeah that sucks :( hope you find one,1
 Hey! Remember me? Lizzy from the David Cook forums. How've you been? (I'm guessing pretty damn awesome right now... =P),1
 Reid I made it!  urghhh... I hate shopping. The trauma of it sent me hiding under the covers. Or maybe that was the cold.,1
 Damn you for seeing the season premire over a month ago!!,1
 You don't even know that half  trust me sallie mae is the one bitch I wish I could divorce right now,1
